number,borders,address,july,august,sept,links,rajon,country,difference
321420,"м.Вишгород – вул.Абрикосова, вул.Айвова, вул.Виноградна, вул.Вишнева, вул.Калинова, вул.Квіткова, вул.Кульчицького, вул.Кургузова: 11Б–11Г; вул.Малинова, вул.Михайла Грушевського: 12; вул.Ожинова, вул.Покровська, вул.Полунична, вул.Ромашкова, вул.Спаська, вул.Стадіонна 3, вул.Фіалкова, вул.Фруктова, вул.Центральна, вул.Яблунева, вул.Ягідна, пров.Андрія Первозванного, пров.Преображенський, В/Ч А2860 ’С’, В/Ч 3027, В/Ч 3077, масив Дідовиця, мікрорайон ГАЕС, садове товариство ""Лісова поляна-1"", садове товариство ""Лісова поляна-2""","вул.Кургузова, 15, м.Вишгород, Вишгородський р-н, Київська обл., 07300 (спеціалізована школа ""Сузір’я"", рекреація)",1533,1566,2403,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321420&prejim=1,Вишгородська міська громада,,56.7514677103718
321276,"м.Васильків – вул.Декабристів: 40 (в/ч А0704)–40/1; вул.Івана Мазепи, вул.Преображенська, вул.Скрипника, пров.Івана Мазепи, пров.Мисливський, пров.Преображенський","вул.Декабристів, 39, м.Васильків, Київська обл., 08601 (КНЗ КОР ""Васильківський професійний ліцей"", спортивна зала)",2215,2233,1916,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321276&prejim=1,Васильківська міська громада,,-13.4988713318284
461707,"смт Східниця – вул.Бориславська, вул.Гірська, вул.Кривоноса, вул.Кропивницька, вул.Л.Українки, вул.Об’їзна, вул.Стоцького, вул.Шевченка: 1–80 к.А; вул.16 Липня","вул.Шевченка, 55, корп.А, смт Східниця, м.Борислав, Львівська обл., 82391 (селищний клуб, танцювальна зала, 1-й поверх)",647,646,719,!cm_core.cm_index?option=ext_dvk&pid100=46&pf5242=461707&prejim=1,Східницька селищна громада,,11.12828438949
350332,"смт Смоліне – вул.Будівельників, вул.Садова, вул.Саркісяна, вул.Шкільна, вул.Ювілейна, пров.Дачний, с.Березівка – вул.Будівельників, вул.Нова, вул.Південна, вул.Центральна: 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22–24, 28, 30, 32, 34, 36–91; вул.Шевченка, вул.Ювілейна, пров.Новий, пров.Центральний","вул.Будівельників, 1, смт Смоліне, Маловисківський р-н, Кіровоградська обл., 26223 (школа №1, спортивна зала)",745,742,1027,!cm_core.cm_index?option=ext_dvk&pid100=35&pf5242=350332&prejim=1,Смолінська селищна громада,,37.8523489932886
350335,"с.Березівка – вул.Ватутіна, вул.Мічуріна, вул.Молодіжна, вул.Спаська, вул.Степова, вул.Центральна: 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 25–27, 29, 31, 33, 35; пров.Степовий, с.П’ятихатки","вул.Ватутіна, будинок культури, с.Березівка, Маловисківський р-н, Кіровоградська обл., 26222 (будинок культури, актова зала)",676,675,370,!cm_core.cm_index?option=ext_dvk&pid100=35&pf5242=350335&prejim=1,Смолінська селищна громада,,-45.2662721893491
320228,с.Богданівка,"вул.Богдана Хмельницького, 148, с.Богданівка, Броварський р-н, Київська обл., 07433 (школа, актова зала) / вул.Богдана Хмельницького, 219, с.Богданівка, Броварський р-н, Київська обл., 07433",2303,2306,2544,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320228&prejim=1,Великодимерська селищна громада,,10.4646113764655
181210,с.Пилипівка,"вул.Центральна, 54, с.Пилипівка, Чуднівський р-н, Житомирська обл., 13228 (клуб, глядацька зала)",179,275,271,!cm_core.cm_index?option=ext_dvk&pid100=18&pf5242=181210&prejim=1,Чуднівська міська громада,,51.3966480446927
210038,с.Буківцьово,"47, с.Буківцьово, Великоберезнянський р-н, Закарпатська обл., 89043 (сільський клуб, актова зала)",121,121,137,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210038&prejim=1,Дубриницько-Малоберезнянська сільська громада,,13.2231404958678
710888,"м.Канів – вул.Бесарабія, вул.Галайди, вул.Героїв Дніпра: 37–39А, 45–49; вул.Дніпровська, вул.Ісковщина, вул.Монастирок, вул.Надєждіна, вул.Роденська, вул.Сошенка, вул.Честахівського, вул.Чорноморця, вул.Шевченка: 70–108; пров.Гнилосирова, пров.Гулака-Артемовського","вул.Шевченка, 83, м.Канів, Черкаська обл., 19000 (школа №6, коридор)",1837,1841,1647,!cm_core.cm_index?option=ext_dvk&pid100=71&pf5242=710888&prejim=1,Канівська міська громада,,-10.3429504627109
710889,"м.Канів – вул.Героїв Дніпра: 29–35, 41; вул.Котова, вул.Маршала Рибалка: 2; вул.Памфила Юркевича, вул.Сельце, вул.Цегельня, вул.Шевченка: 47–47А; пров.Котова","вул.Шевченка, 47, м.Канів, Черкаська обл., 19000 (бібліотека, хол)",1741,1739,1916,!cm_core.cm_index?option=ext_dvk&pid100=71&pf5242=710889&prejim=1,Канівська міська громада,,10.0516944284894
710896,"м.Канів – вул.Енергетиків: 18–72, 75, 77–81, 83–116; вул.Успенська","вул.Енергетиків, 18, м.Канів, Черкаська обл., 19000 (гуртожиток, актовий зал)",1568,1570,1150,!cm_core.cm_index?option=ext_dvk&pid100=71&pf5242=710896&prejim=1,Канівська міська громада,,-26.6581632653061
710898,"м.Канів – вул.Біляшівського, вул.Богдана Ступки: 1–68; вул.Гончара, вул.Довженка, вул.Енергетиків: 127–133, 170–189, 227–239; вул.Жовтнева, вул.Залізнична, вул.Михайла Максимовича: 1–55Б; вул.Різниченка, вул.Чкалова, пров.Хоткевича","вул.Енергетиків, 143, м.Канів, Черкаська обл., 19000 (Державний навчальний заклад""Канівське вище професійне училище""(ліва сторона), хол)",1659,1659,2067,!cm_core.cm_index?option=ext_dvk&pid100=71&pf5242=710898&prejim=1,Канівська міська громада,,24.5931283905967
631252,"м.Харків – вул.Академіка Проскури: 1 в/ч-3017; вул.Зоряна: 2–30; вул.Чкалова: 13, 15, 32А; пров.Електроінструментальний: 6Б, 11;","вул.Чкалова, 17*, м.Харків, Харківська обл., 61070 (НАУ ім.М.Є.Жуковського ""ХАІ"", Радіотехнічний корпус НАУ ХАІ, фойє)",1873,2101,2089,!cm_core.cm_index?option=ext_dvk&pid100=63&pf5242=631252&prejim=1,Харківська міська громада,,11.5323011211959
631698,"м.Харків – вул.Динамівська: 3А, 4–4В;","вул.Динамівська, 3А, м.Харків, Харківська обл., 61023 (СК ХНУ Повітряних Сил імені Івана Кожедуба, фойє)",1452,1460,1601,!cm_core.cm_index?option=ext_dvk&pid100=63&pf5242=631698&prejim=1,Харківська міська громада,,10.2617079889807
631699,"м.Харків – вул.Біблика: 4 к.1–4 к.3; вул.Миру: 3, 5Б, 7, 9В, 11А; просп.Московський: 264, 264А, 264Б, 264В, 268Б, 268В;","вул.Генерала Момота, 8, м.Харків, Харківська обл., 61007 (школа №88, коридор)",667,689,755,!cm_core.cm_index?option=ext_dvk&pid100=63&pf5242=631699&prejim=1,Харківська міська громада,,13.1934032983508
590545,"м.Середина-Буда – вул.Благодатна, вул.Богданівська, вул.Воробйовська, вул.Глухівська, вул.Європейська, вул.Козацька, вул.Кругла, вул.Ластовецька, вул.Нікольська, вул.Садова, вул.Соборна, вул.Стародубська, вул.Троїцька, вул.Центральна, пров.Благодатний, пров.Богданівський, пров.Б.Хмельницького, пров.Глухівський, пров.Громадянський, пров.Ластовецький, пров.Нікольський, пров.Троїцький","вул.Троїцька, 1, м.Середина-Буда, Середино-Будський р-н, Сумська обл., 41000 (школа №1, фоє)",1110,1381,1379,!cm_core.cm_index?option=ext_dvk&pid100=59&pf5242=590545&prejim=1,Середино-Будська міська громада,,24.2342342342342
590547,"м.Середина-Буда – вул.Гагаріна, вул.Дорожна, вул.Заводська, вул.Індустріальна, вул.Київська, вул.Матросова, вул.Молодіжна, вул.Південна, вул.Покровська, вул.Прогресівська, вул.Путейська, вул.Сумська, вул.Шевченка, вул.Шкільна, вул.Ярмаркова, вул.40 років Перемоги, пров.Київський, пров.Путейський, пров.Ювілейний, с-ще Прогрес, с.Сорокине, с.Шалимівка","вул.Соборна, 44, м.Середина-Буда, Середино-Будський р-н, Сумська обл., 41000 (школа №2, учбовий кабінет)",770,1428,1423,!cm_core.cm_index?option=ext_dvk&pid100=59&pf5242=590547&prejim=1,Середино-Будська міська громада,,84.8051948051948
